book_title,word_count,sentence_count,phrase_count_per_sentence,average_word_len,average_sentence_len,average_syllable_count,polysyll_count,consonant_cluster_density,v_density,cv_density,vc_density,cvc_density,vcc_density,cvcc_density,ccvc_density,ccv_density,ccvcc_density,ccvccc_density,tagalog_bigram_sim,bikol_bigram_sim,cebuano_bigram_sim,tagalog_trigram_sim,bikol_trigram_sim,cebuano_trigam_sim,grade_level
Dagan,26,8,0,5.230769231,3.25,2.269230769,0,0.192307692,2.269230769,2.115384615,1.884615385,1.076923077,0.192307692,0.115384615,0.115384615,0.115384615,0.038461538,0,0.7,0.690909091,0.709090909,0.317647059,0.305882353,0.235294118,1
Duha ka Higala,67,11,1.083333333,4.298507463,6.090909091,2.029850746,1,0.134328358,2.029850746,1.835820896,1.208955224,0.791044776,0.089552239,0.059701493,0.074626866,0.104477612,0,0,0.633484163,0.665158371,0.665158371,0.15483871,0.129032258,0.232258065,1
Gaihap ug Iring,278,31,2.9,4.514388489,8.967741935,1.870503597,9,0.607913669,1.870503597,1.345323741,1.316546763,0.715827338,0.438848921,0.309352518,0.212230216,0.338129496,0.075539568,0.035971223,0.414256198,0.421487603,0.417355372,0.094555874,0.124641834,0.107449857,1
Kaka ni Katkat,31,6,0,4.258064516,5.166666667,1.870967742,0,0.387096774,1.870967742,1.64516129,1.129032258,0.806451613,0.35483871,0.193548387,0.129032258,0.258064516,0,0,0.693069307,0.693069307,0.722772277,0.211267606,0.211267606,0.366197183,1
Kaka,16,1,1.5,5.3125,16,2.625,0,0.125,2.625,2.25,1.625,1,0.0625,0,0.0625,0.0625,0,0,0.661764706,0.661764706,0.676470588,0.254901961,0.215686275,0.274509804,1
Kaloy Mag-uuma,38,8,0,4.736842105,4.75,2.184210526,0,0.236842105,2.184210526,1.815789474,1.5,0.789473684,0.236842105,0.184210526,0.131578947,0.184210526,0.026315789,0,0.615942029,0.623188406,0.608695652,0.244897959,0.173469388,0.234693878,1
Kari na ug mulupad!,68,16,0,5.264705882,4.25,2.161764706,0,0.426470588,2.161764706,1.867647059,1.897058824,1.014705882,0.397058824,0.132352941,0.102941176,0.132352941,0.014705882,0,0.657439446,0.671280277,0.712802768,0.226244344,0.230769231,0.262443439,1
Kasinatian sa Bukid,102,11,1.083333333,4.862745098,9.272727273,1.950980392,1,0.450980392,1.950980392,1.774509804,1.529411765,0.911764706,0.441176471,0.362745098,0.147058824,0.225490196,0.088235294,0,0.739795918,0.732142857,0.772959184,0.322916667,0.302083333,0.322916667,1
Katkat Ta,26,8,0,4.576923077,3.25,1.884615385,0,0.346153846,1.884615385,1.769230769,1.346153846,1.115384615,0.346153846,0.346153846,0.230769231,0.346153846,0,0,0.655913978,0.655913978,0.688172043,0.073529412,0.088235294,0.294117647,1
Kinabuhi sa Alibangbang,53,6,0,4.943396226,8.833333333,2.113207547,0,0.433962264,2.113207547,1.679245283,1.660377358,0.886792453,0.377358491,0.264150943,0.188679245,0.245283019,0.094339623,0,0.708133971,0.708133971,0.755980861,0.312101911,0.312101911,0.375796178,1
Koko ni Osta,29,7,0,4.068965517,4.142857143,1.896551724,0,0.379310345,1.896551724,1.482758621,1,0.482758621,0.310344828,0.068965517,0.034482759,0.275862069,0.034482759,0.034482759,0.505617978,0.528089888,0.539325843,0.06557377,0.06557377,0.114754098,1
Magtutudlo,42,8,0,5.047619048,5.25,2.285714286,0,0.428571429,2.285714286,1.880952381,1.571428571,1.023809524,0.380952381,0.238095238,0.166666667,0.333333333,0.095238095,0,0.627218935,0.615384615,0.662721893,0.283464567,0.236220472,0.251968504,1
Mama sa Kama,18,2,0,4.666666667,9,2.277777778,0,0.111111111,2.277777778,2,1.333333333,0.888888889,0.111111111,0.055555556,0,0.055555556,0,0,0.666666667,0.681818182,0.681818182,0.25,0.25,0.291666667,1
Mama,21,3,0,4.428571429,7,2,0,0.333333333,2,1.761904762,1.19047619,0.80952381,0.285714286,0.142857143,0.095238095,0.19047619,0.095238095,0,0.638888889,0.638888889,0.680555556,0.25,0.230769231,0.307692308,1
Mananom Kita,66,12,1.083333333,5.5,5.5,2.318181818,0,0.515151515,2.318181818,2.106060606,1.833333333,1.136363636,0.439393939,0.333333333,0.196969697,0.348484848,0.075757576,0.015151515,0.671186441,0.630508475,0.705084746,0.223684211,0.206140351,0.25877193,1
Manuroy Kita,64,12,1.181818182,5.203125,5.333333333,2.125,0,0.5,2.125,1.9375,1.6875,1.109375,0.421875,0.3125,0.28125,0.328125,0.046875,0,0.555970149,0.552238806,0.578358209,0.156862745,0.151960784,0.181372549,1
Mao ni si Yoyo Som,56,6,0,3.946428571,9.333333333,1.839285714,0,0.214285714,1.839285714,1.553571429,1.089285714,0.642857143,0.214285714,0.107142857,0.071428571,0.178571429,0.035714286,0,0.696969697,0.624242424,0.715151515,0.247706422,0.19266055,0.256880734,1
Mata ni Dina,31,6,0,4.290322581,5.166666667,1.870967742,0,0.322580645,1.870967742,1.64516129,1.225806452,0.774193548,0.225806452,0.161290323,0.064516129,0.193548387,0,0,0.647058824,0.656862745,0.647058824,0.319444444,0.333333333,0.361111111,1
Matmat,28,4,0,4.678571429,7,2,0,0.392857143,2,1.821428571,1.357142857,1,0.357142857,0.285714286,0.25,0.285714286,0.035714286,0,0.611650485,0.601941748,0.650485437,0.144736842,0.157894737,0.171052632,1
Mga Pangalan sa Bata,24,1,0,4.833333333,24,2,0,0.375,2,1.916666667,1.458333333,1.166666667,0.291666667,0.291666667,0.291666667,0.375,0,0,0.706521739,0.72826087,0.739130435,0.217391304,0.202898551,0.304347826,1
Nindot nga Ugma,67,12,0,5.014925373,5.583333333,2.074626866,0,0.47761194,2.074626866,1.791044776,1.537313433,0.970149254,0.402985075,0.28358209,0.179104478,0.373134328,0.014925373,0.014925373,0.679104478,0.652985075,0.697761194,0.179104478,0.184079602,0.23880597,1
Numero nga Usa hangtod Napulo,68,17,1.333333333,4.838235294,4,2.220588235,0,0.25,2.220588235,1.941176471,1.544117647,0.911764706,0.205882353,0.191176471,0.044117647,0.147058824,0.014705882,0,0.625,0.609375,0.66015625,0.201086957,0.179347826,0.288043478,1
Paglimpyo sa Lawas,73,19,0,5.068493151,3.842105263,2.150684932,0,0.397260274,2.150684932,1.835616438,1.575342466,0.931506849,0.356164384,0.260273973,0.191780822,0.315068493,0.04109589,0.01369863,0.610921502,0.580204778,0.651877133,0.156682028,0.165898618,0.225806452,1
Pagluto,53,8,1.111111111,5.452830189,6.625,2.301886792,1,0.603773585,2.301886792,2.018867925,1.716981132,0.962264151,0.452830189,0.264150943,0.150943396,0.301886792,0.037735849,0,0.601694915,0.63559322,0.669491525,0.278688525,0.229508197,0.31147541,1
Pamilyang Racaza,101,24,1.32,5.316831683,4.208333333,2.425742574,2,0.336633663,2.425742574,2.138613861,1.683168317,0.920792079,0.306930693,0.227722772,0.099009901,0.207920792,0.03960396,0,0.690531178,0.6073903,0.695150115,0.290909091,0.193939394,0.378787879,1
Prutas sa Basket,39,5,0,4.923076923,7.8,1.897435897,0,0.615384615,1.897435897,1.666666667,1.461538462,0.897435897,0.512820513,0.358974359,0.256410256,0.41025641,0.051282051,0.025641026,0.522875817,0.555555556,0.54248366,0.165217391,0.165217391,0.191304348,1
Prutas ug Gulay,56,9,0,4.553571429,6.222222222,1.982142857,1,0.339285714,1.982142857,1.678571429,1.464285714,0.75,0.214285714,0.160714286,0.142857143,0.232142857,0.017857143,0,0.638190955,0.613065327,0.688442211,0.227586207,0.213793103,0.255172414,1
Relo ni Willy,43,13,0,4.953488372,3.307692308,2.139534884,0,0.348837209,2.139534884,1.953488372,1.488372093,0.976744186,0.325581395,0.209302326,0.093023256,0.139534884,0.023255814,0,0.633136095,0.650887574,0.650887574,0.293650794,0.206349206,0.333333333,1
Sa Dagat,37,7,0,4.567567568,5.285714286,1.918918919,0,0.405405405,1.918918919,1.675675676,1.405405405,0.864864865,0.351351351,0.27027027,0.162162162,0.243243243,0.027027027,0,0.613636364,0.590909091,0.643939394,0.197916667,0.1875,0.197916667,1
Sa Zoo,70,9,0,4.785714286,7.777777778,2.042857143,0,0.471428571,2.042857143,1.685714286,1.5,0.857142857,0.428571429,0.285714286,0.114285714,0.242857143,0.014285714,0,0.632575758,0.625,0.670454545,0.287179487,0.251282051,0.302564103,1
Saya ni Mama,35,7,0,4.028571429,5,1.828571429,0,0.2,1.828571429,1.6,1.171428571,0.771428571,0.2,0.057142857,0.057142857,0.057142857,0.028571429,0,0.685714286,0.714285714,0.704761905,0.3,0.171428571,0.214285714,1
Si Balaraw,228,15,1.5625,4.907894737,15.2,2.092105263,9,0.447368421,2.092105263,1.824561404,1.513157895,0.855263158,0.324561404,0.24122807,0.184210526,0.342105263,0.021929825,0,0.683146067,0.698876404,0.715730337,0.250755287,0.238670695,0.296072508,1
Si Boboy ug Dodoy,80,12,1.545454545,4.9,6.666666667,2.0125,1,0.35,2.0125,1.8125,1.625,0.95,0.325,0.225,0.2,0.25,0.0125,0,0.631067961,0.624595469,0.67961165,0.283185841,0.225663717,0.309734513,1
Si Cardo,66,11,0,4.5,6,1.939393939,0,0.333333333,1.939393939,1.757575758,1.333333333,0.772727273,0.287878788,0.242424242,0.060606061,0.242424242,0,0,0.552173913,0.556521739,0.6,0.170731707,0.152439024,0.195121951,1
Si Diday,34,6,0,4.235294118,5.666666667,1.911764706,0,0.205882353,1.911764706,1.558823529,1.294117647,0.647058824,0.176470588,0.088235294,0.058823529,0.058823529,0.029411765,0,0.7,0.672727273,0.709090909,0.236842105,0.223684211,0.276315789,1
Si Kabang ug ang Puting Iring,133,14,1.6,4.443609023,9.5,1.857142857,1,0.503759398,1.857142857,1.496240602,1.37593985,0.676691729,0.413533835,0.330827068,0.060150376,0.187969925,0.007518797,0,0.744541485,0.742358079,0.76419214,0.378461538,0.347692308,0.415384615,1
Si Kabang,60,10,1.090909091,4.633333333,6,2.016666667,0,0.383333333,2.016666667,1.65,1.466666667,0.75,0.316666667,0.25,0.066666667,0.166666667,0,0,0.689814815,0.699074074,0.722222222,0.272727273,0.305194805,0.363636364,1
Si kokoy ug Si Kakay,126,17,1.277777778,4.785714286,7.411764706,2.071428571,1,0.388888889,2.071428571,1.801587302,1.484126984,0.904761905,0.341269841,0.238095238,0.174603175,0.293650794,0.03968254,0.007936508,0.608879493,0.591966173,0.644820296,0.241477273,0.196022727,0.264204545,1
Si kokoy,126,17,1.277777778,4.785714286,7.411764706,2.071428571,1,0.388888889,2.071428571,1.801587302,1.484126984,0.904761905,0.341269841,0.238095238,0.174603175,0.293650794,0.03968254,0.007936508,0.608879493,0.591966173,0.644820296,0.241477273,0.196022727,0.264204545,1
Si Lando,108,10,1.090909091,5.472222222,10.8,2.490740741,4,0.425925926,2.490740741,2.018518519,1.722222222,0.990740741,0.37962963,0.296296296,0.222222222,0.351851852,0.027777778,0,0.51659751,0.506224066,0.526970954,0.176,0.194666667,0.2,1
Si Leny,100,10,1.454545455,4.45,10,1.9,0,0.34,1.9,1.63,1.42,0.88,0.3,0.23,0.11,0.22,0.03,0.01,0.631884058,0.628985507,0.660869565,0.230769231,0.194331984,0.24291498,1
Si Lolo Lito,39,7,0,4.512820513,5.571428571,1.974358974,0,0.384615385,1.974358974,1.615384615,1.41025641,0.846153846,0.358974359,0.230769231,0.128205128,0.153846154,0.051282051,0,0.583941606,0.598540146,0.627737226,0.313131313,0.252525253,0.303030303,1
Si Mama og si Tamtam,25,5,0,4.28,5,1.88,0,0.36,1.88,1.64,1.16,0.84,0.32,0.2,0.16,0.28,0,0,0.670731707,0.682926829,0.695121951,0.189655172,0.189655172,0.24137931,1
Si Manang Tina,66,11,0,4.53030303,6,1.954545455,0,0.409090909,1.954545455,1.696969697,1.333333333,0.818181818,0.348484848,0.242424242,0.106060606,0.212121212,0.03030303,0,0.751072961,0.746781116,0.768240343,0.369047619,0.31547619,0.380952381,1
Si Maring,47,13,0,5.063829787,3.615384615,2.170212766,0,0.340425532,2.170212766,1.978723404,1.617021277,1,0.29787234,0.29787234,0.127659574,0.170212766,0.021276596,0,0.746031746,0.73015873,0.761904762,0.319148936,0.234042553,0.340425532,1
Si Mayde,64,11,0,4.65625,5.818181818,2.078125,0,0.34375,2.078125,1.8125,1.390625,0.875,0.28125,0.21875,0.078125,0.234375,0.03125,0,0.681034483,0.663793103,0.719827586,0.28742515,0.221556886,0.317365269,1
Si Navy ug si Bora,48,9,0,4.229166667,5.333333333,1.854166667,0,0.270833333,1.854166667,1.583333333,1.208333333,0.770833333,0.208333333,0.166666667,0.083333333,0.104166667,0.020833333,0.020833333,0.623376623,0.642857143,0.642857143,0.188679245,0.132075472,0.245283019,1
Si Nida ug Pina,31,6,0,3.838709677,5.166666667,1.806451613,0,0.064516129,1.806451613,1.612903226,1.032258065,0.677419355,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0,0.613636364,0.602272727,0.647727273,0.155172414,0.172413793,0.25862069,1
Si Nino,66,18,1.052631579,4.984848485,3.666666667,2.106060606,0,0.393939394,2.106060606,1.878787879,1.53030303,0.96969697,0.363636364,0.287878788,0.242424242,0.287878788,0.075757576,0.03030303,0.634615385,0.626923077,0.65,0.21875,0.239583333,0.255208333,1
Si Ola ug Oli,38,7,0,3.894736842,5.428571429,1.894736842,0,0.131578947,1.894736842,1.552631579,1.105263158,0.605263158,0.078947368,0.052631579,0.105263158,0.105263158,0,0,0.554545455,0.509090909,0.618181818,0.123287671,0.164383562,0.232876712,1
Si Osta,31,7,0,4.161290323,4.428571429,1.935483871,0,0.387096774,1.935483871,1.580645161,1.064516129,0.580645161,0.35483871,0.129032258,0.064516129,0.35483871,0.032258065,0.032258065,0.591836735,0.581632653,0.62244898,0.205882353,0.161764706,0.220588235,1
Si Susan,108,11,1.166666667,4.694444444,9.818181818,2.064814815,1,0.435185185,2.064814815,1.740740741,1.398148148,0.796296296,0.287037037,0.222222222,0.157407407,0.361111111,0.027777778,0,0.626566416,0.636591479,0.691729323,0.307167235,0.276450512,0.351535836,1
Si Tata,35,7,0,4.142857143,5,1.971428571,0,0.085714286,1.971428571,1.771428571,1.142857143,0.685714286,0.085714286,0.057142857,0.057142857,0.057142857,0.028571429,0,0.690909091,0.690909091,0.709090909,0.25,0.157894737,0.263157895,1
Si Tatay Marlito,73,13,1.071428571,5.01369863,5.615384615,2.260273973,1,0.342465753,2.260273973,1.98630137,1.493150685,0.945205479,0.301369863,0.205479452,0.205479452,0.315068493,0.02739726,0,0.794520548,0.712328767,0.784246575,0.256880734,0.188073394,0.256880734,1
Si Trining,66,11,0,4.893939394,6,2.090909091,0,0.5,2.090909091,1.878787879,1.439393939,0.878787879,0.409090909,0.333333333,0.227272727,0.378787879,0.03030303,0.015151515,0.68627451,0.658823529,0.654901961,0.232804233,0.26984127,0.227513228,1
Si Yuko,33,7,0,4.090909091,4.714285714,1.909090909,0,0.181818182,1.909090909,1.696969697,1.121212121,0.757575758,0.151515152,0.121212121,0.03030303,0.090909091,0.03030303,0,0.643564356,0.603960396,0.643564356,0.289855072,0.202898551,0.347826087,1
Suroy-Suroy sa Tamnanan,187,20,1.8,4.550802139,9.35,1.989304813,2,0.50802139,1.989304813,1.561497326,1.288770053,0.705882353,0.385026738,0.278074866,0.112299465,0.336898396,0.053475936,0,0.660606061,0.663636364,0.689393939,0.302771855,0.234541578,0.388059701,1
Tagu-Tagu,58,10,0,4.75862069,5.8,2.051724138,0,0.396551724,2.051724138,1.827586207,1.448275862,0.931034483,0.344827586,0.24137931,0.103448276,0.206896552,0.034482759,0,0.710280374,0.677570093,0.719626168,0.243421053,0.256578947,0.315789474,1
Trak ni Nino,41,10,0,4.512195122,4.1,1.975609756,1,0.243902439,1.975609756,1.804878049,1.390243902,0.902439024,0.146341463,0.073170732,0.170731707,0.170731707,0.024390244,0,0.566433566,0.573426573,0.587412587,0.178217822,0.217821782,0.198019802,1
Tumba Lata,48,13,0,5.104166667,3.692307692,2.229166667,0,0.416666667,2.229166667,1.895833333,1.6875,1.020833333,0.354166667,0.208333333,0.229166667,0.291666667,0,0,0.62244898,0.637755102,0.637755102,0.216216216,0.209459459,0.195945946,1
Tunghaan,46,7,0,5.195652174,6.571428571,2.152173913,0,0.543478261,2.152173913,1.847826087,1.543478261,0.934782609,0.456521739,0.347826087,0.173913043,0.369565217,0.065217391,0.02173913,0.715789474,0.689473684,0.736842105,0.205673759,0.184397163,0.304964539,1
Unang mga Bulok,35,7,1.625,4.428571429,5,1.857142857,0,0.342857143,1.857142857,1.571428571,1.485714286,0.828571429,0.257142857,0.171428571,0.085714286,0.171428571,0.028571429,0,0.566666667,0.575,0.65,0.197674419,0.162790698,0.26744186,1
Unlan ug Habol,31,7,0,4.35483871,4.428571429,1.741935484,0,0.419354839,1.741935484,1.322580645,1.483870968,0.709677419,0.387096774,0.064516129,0.161290323,0.193548387,0,0,0.621359223,0.59223301,0.660194175,0.194444444,0.166666667,0.236111111,1
Unsa Nga Kahoy Kini,78,13,0,4.756410256,6,2.051282051,0,0.41025641,2.051282051,1.717948718,1.564102564,0.897435897,0.371794872,0.230769231,0.153846154,0.217948718,0.051282051,0,0.673539519,0.635738832,0.714776632,0.226851852,0.222222222,0.305555556,1
Usa ka Malipayong Adlaw sa Umahan,93,20,2.75,4.817204301,4.65,2.010752688,2,0.516129032,2.010752688,1.64516129,1.569892473,0.913978495,0.387096774,0.258064516,0.215053763,0.322580645,0.043010753,0,0.685714286,0.671428571,0.702857143,0.303149606,0.244094488,0.342519685,1
Vase ni Queenie,73,17,1.111111111,4.657534247,4.294117647,2.136986301,6,0.301369863,2.136986301,1.698630137,1.369863014,0.767123288,0.232876712,0.136986301,0.109589041,0.191780822,0,0,0.659090909,0.640151515,0.696969697,0.252631579,0.236842105,0.294736842,1
Akong Mama ug Ako,100,16,1.058823529,5.35,6.25,2.37,7,0.44,2.37,2.02,1.74,1,0.36,0.33,0.2,0.33,0.03,0,0.703016241,0.693735499,0.723897912,0.329268293,0.280487805,0.359756098,2
Ang Adlaw na Niulan og Isda,280,26,1.681818182,4.575,10.76923077,1.942857143,3,0.489285714,1.942857143,1.628571429,1.375,0.789285714,0.392857143,0.282142857,0.171428571,0.360714286,0.025,0.003571429,0.672708963,0.683786506,0.716012085,0.304532578,0.271954674,0.344192635,2
Ang Akong Damgo,74,13,1.071428571,5.148648649,5.692307692,2.175675676,2,0.486486486,2.175675676,1.905405405,1.689189189,1.027027027,0.418918919,0.337837838,0.202702703,0.324324324,0.067567568,0,0.709150327,0.699346405,0.751633987,0.291845494,0.253218884,0.330472103,2
Ang Akong Eskwelahan,76,5,0,5.328947368,15.2,2.25,1,0.644736842,2.25,1.776315789,1.605263158,0.828947368,0.552631579,0.263157895,0.210526316,0.447368421,0.039473684,0,0.596923077,0.615384615,0.627692308,0.251012146,0.222672065,0.311740891,2
Ang Akong Manok,77,7,1.428571429,4.818181818,11,2.142857143,1,0.350649351,2.142857143,1.753246753,1.545454545,0.922077922,0.298701299,0.207792208,0.168831169,0.246753247,0,0,0.680555556,0.690972222,0.743055556,0.289855072,0.275362319,0.338164251,2
Ang Akong Mga Anak,89,10,1.272727273,4.786516854,8.9,2.123595506,2,0.471910112,2.123595506,1.640449438,1.528089888,0.797752809,0.393258427,0.235955056,0.123595506,0.280898876,0.056179775,0,0.661721068,0.658753709,0.676557864,0.281124498,0.248995984,0.325301205,2
Ang Akong Pamilya,199,39,1.125,5.150753769,5.102564103,2.266331658,5,0.381909548,2.266331658,2.030150754,1.587939698,1.020100503,0.341708543,0.27638191,0.155778894,0.281407035,0.050251256,0.005025126,0.725609756,0.686585366,0.745121951,0.279220779,0.215909091,0.258116883,2
Ang Akong Suod Nga Higala,69,7,1.5,4.724637681,9.857142857,2.072463768,1,0.463768116,2.072463768,1.739130435,1.420289855,0.797101449,0.31884058,0.217391304,0.15942029,0.31884058,0.043478261,0,0.6692607,0.680933852,0.700389105,0.328042328,0.26984127,0.375661376,2
Ang Akong Tatay ug Nanay,83,10,1.272727273,4.421686747,8.3,1.927710843,0,0.21686747,1.927710843,1.698795181,1.445783133,0.819277108,0.192771084,0.144578313,0.060240964,0.084337349,0.012048193,0,0.809859155,0.785211268,0.816901408,0.333333333,0.288557214,0.353233831,2
Ang Among Iring,82,7,1.125,4.609756098,11.71428571,1.975609756,2,0.56097561,1.975609756,1.43902439,1.414634146,0.707317073,0.426829268,0.304878049,0.109756098,0.243902439,0.024390244,0,0.682432432,0.668918919,0.75,0.353488372,0.297674419,0.395348837,2
Ang Among Lungsod sa Cordova,292,54,1.090909091,5.445205479,5.407407407,2.297945205,10,0.582191781,2.297945205,2.006849315,1.654109589,1.034246575,0.5,0.383561644,0.267123288,0.45890411,0.037671233,0.006849315,0.604813665,0.600931677,0.63121118,0.185598377,0.173427992,0.230223124,2
Ang Baha sa Siyudad,101,21,0,4.673267327,4.80952381,2.01980198,0,0.336633663,2.01980198,1.772277228,1.465346535,0.871287129,0.287128713,0.148514851,0.168316832,0.217821782,0.02970297,0,0.716216216,0.710810811,0.735135135,0.215613383,0.223048327,0.241635688,2
Ang Baha,129,27,1.035714286,5.015503876,4.777777778,2.108527132,3,0.449612403,2.108527132,1.775193798,1.689922481,0.92248062,0.426356589,0.240310078,0.147286822,0.263565891,0.031007752,0,0.738878143,0.729206963,0.752417795,0.273195876,0.231958763,0.293814433,2
Ang Barangay Kalipay,129,25,1.115384615,4.852713178,5.16,2.100775194,3,0.395348837,2.100775194,1.829457364,1.496124031,0.914728682,0.333333333,0.224806202,0.19379845,0.271317829,0.07751938,0,0.695121951,0.660569106,0.695121951,0.233333333,0.208333333,0.263888889,2
Ang Bata,58,5,1.666666667,4.879310345,11.6,2,0,0.465517241,2,1.793103448,1.551724138,0.965517241,0.275862069,0.224137931,0.224137931,0.362068966,0.051724138,0,0.674107143,0.65625,0.714285714,0.295180723,0.271084337,0.325301205,2
Ang Batang Bayani,166,34,0,5.024096386,4.882352941,2.174698795,6,0.337349398,2.174698795,1.951807229,1.662650602,0.975903614,0.289156627,0.198795181,0.15060241,0.204819277,0.018072289,0,0.767371601,0.776435045,0.803625378,0.368635438,0.283095723,0.378818737,2
Ang Batang Kugihan,201,40,0,5.47761194,5.025,2.323383085,10,0.567164179,2.323383085,2.004975124,1.721393035,1.014925373,0.512437811,0.343283582,0.23880597,0.368159204,0.054726368,0.014925373,0.699888018,0.70324748,0.724524076,0.335276968,0.294460641,0.362973761,2
Ang Batang Maldito,124,25,0,4.741935484,4.96,2.137096774,1,0.282258065,2.137096774,1.75,1.483870968,0.758064516,0.25,0.209677419,0.10483871,0.193548387,0.024193548,0,0.686403509,0.653508772,0.725877193,0.307692308,0.227692308,0.329230769,2
Ang Butang na Nalimtan,61,15,0,5.409836066,4.066666667,2.327868852,0,0.442622951,2.327868852,1.950819672,1.721311475,0.983606557,0.442622951,0.245901639,0.196721311,0.31147541,0.032786885,0.016393443,0.652985075,0.619402985,0.649253731,0.223300971,0.208737864,0.257281553,2
Ang Computer,122,22,0,5.032786885,5.545454545,2.278688525,2,0.336065574,2.278688525,1.901639344,1.704918033,0.901639344,0.237704918,0.18852459,0.090163934,0.196721311,0,0,0.733197556,0.716904277,0.773930754,0.277173913,0.239130435,0.339673913,2
Ang Dag-om sa Kalangitan,337,30,2.7,4.893175074,11.23333333,1.994065282,13,0.635014837,1.994065282,1.522255193,1.46884273,0.792284866,0.462908012,0.293768546,0.264094955,0.400593472,0.091988131,0.03264095,0.522885958,0.541505043,0.539177657,0.14884696,0.162473795,0.178197065,2
Ang Dako ug Balhibuong Khyaa,169,25,2.75,4.355029586,6.76,1.869822485,4,0.485207101,1.869822485,1.50887574,1.118343195,0.644970414,0.360946746,0.230769231,0.159763314,0.313609467,0.029585799,0.017751479,0.706713781,0.708480565,0.715547703,0.255050505,0.224747475,0.277777778,2
Ang Inahan,58,5,1.5,4.862068966,11.6,2.155172414,0,0.327586207,2.155172414,1.862068966,1.586206897,0.827586207,0.189655172,0.137931034,0.051724138,0.189655172,0.017241379,0,0.708520179,0.735426009,0.757847534,0.327272727,0.272727273,0.387878788,2
Ang Iro ni Miro,68,11,1.083333333,4.647058824,6.181818182,2.161764706,0,0.25,2.161764706,1.823529412,1.441176471,0.794117647,0.191176471,0.161764706,0.102941176,0.191176471,0,0,0.546558704,0.574898785,0.522267206,0.195530726,0.156424581,0.162011173,2
Ang Kabaw sa Bukid,85,17,0,4.576470588,5,1.988235294,0,0.258823529,1.988235294,1.717647059,1.505882353,0.847058824,0.211764706,0.129411765,0.105882353,0.176470588,0,0,0.675585284,0.662207358,0.725752508,0.261904762,0.242857143,0.29047619,2
Ang Kinabuhi ni Edwards,129,25,1.038461538,4.937984496,5.16,2.108527132,1,0.472868217,2.108527132,1.798449612,1.581395349,0.88372093,0.410852713,0.248062016,0.162790698,0.271317829,0.108527132,0,0.673913043,0.648221344,0.707509881,0.24137931,0.196286472,0.270557029,2
Ang Klasmet kong Buta,73,11,0,4.520547945,6.636363636,1.945205479,1,0.465753425,1.945205479,1.671232877,1.315068493,0.835616438,0.342465753,0.273972603,0.123287671,0.301369863,0.04109589,0,0.680933852,0.696498054,0.723735409,0.27027027,0.264864865,0.32972973,2
Ang Langub sa Igutan,110,16,1.235294118,5.145454545,6.875,2.245454545,4,0.381818182,2.245454545,2,1.663636364,1.018181818,0.327272727,0.236363636,0.218181818,0.290909091,0.027272727,0,0.696035242,0.715859031,0.737885463,0.289017341,0.248554913,0.320809249,2
Ang Lapis,96,12,1.384615385,4.760416667,8,2.0625,2,0.375,2.0625,1.677083333,1.5625,0.802083333,0.291666667,0.15625,0.135416667,0.229166667,0.020833333,0,0.688888889,0.708333333,0.688888889,0.234848485,0.223484848,0.291666667,2
Ang Makililimos,115,19,1.2,5.443478261,6.052631579,2.452173913,8,0.32173913,2.452173913,2.069565217,1.904347826,1.052173913,0.304347826,0.208695652,0.07826087,0.139130435,0.017391304,0,0.771203156,0.73964497,0.806706114,0.347826087,0.301790281,0.411764706,2
Ang Managhigalang Alibangbang,172,16,1.823529412,5.290697674,10.75,2.203488372,10,0.610465116,2.203488372,1.912790698,1.61627907,0.947674419,0.505813953,0.389534884,0.255813953,0.389534884,0.081395349,0.005813953,0.742155525,0.740791269,0.774897681,0.346499102,0.317773788,0.382405745,2
Ang Mga Hayop sa Bukid,118,73,1.055555556,4.906779661,1.616438356,2.194915254,2,0.347457627,2.194915254,1.796610169,1.56779661,0.889830508,0.305084746,0.186440678,0.186440678,0.262711864,0.025423729,0,0.610869565,0.576086957,0.639130435,0.201754386,0.175438596,0.248538012,2
Ang mga kahoy,133,22,0,4.691729323,6.045454545,1.962406015,0,0.390977444,1.962406015,1.69924812,1.556390977,0.879699248,0.308270677,0.210526316,0.105263158,0.187969925,0.007518797,0,0.696537678,0.67413442,0.706720978,0.281337047,0.270194986,0.331476323,2
Ang mga Magulang ug Manghud nga,115,12,1.153846154,4.408695652,9.583333333,1.747826087,2,0.582608696,1.747826087,1.504347826,1.226086957,0.8,0.452173913,0.330434783,0.165217391,0.347826087,0.034782609,0,0.696428571,0.676020408,0.721938776,0.393501805,0.346570397,0.386281588,2
Ang Ngipon ni Nilo,305,61,1.333333333,4.950819672,5,2.121311475,4,0.409836066,2.121311475,1.852459016,1.540983607,0.931147541,0.327868852,0.232786885,0.190163934,0.301639344,0.013114754,0.003278689,0.663598326,0.654393305,0.687029289,0.256526674,0.223609535,0.309875142,2
Ang Pag-apil ni Sutiha sa Lalumba sang Karang,302,37,1.423076923,4.735099338,8.162162162,2.072847682,10,0.466887417,2.072847682,1.761589404,1.344370861,0.745033113,0.311258278,0.208609272,0.175496689,0.370860927,0.023178808,0.003311258,0.634821429,0.623214286,0.640178571,0.230864198,0.214814815,0.258024691,2
